Date,Real GDP (Quarterly B$ repeated),Industrial Production (Monthly Index)
31-May-1956,3143.694,21.2728
30-Apr-1956,3143.694,21.4612
31-Mar-1956,3117.922,21.2997
29-Feb-1956,3117.922,21.2997
31-Jan-1956,3117.922,21.4882
31-Dec-1955,3130.068,21.3535
30-Nov-1955,3130.068,21.2727
31-Oct-1955,3130.068,21.2189
30-Sep-1955,3111.379,20.8688
31-Aug-1955,3111.379,20.7342
31-Jul-1955,3111.379,20.7611
30-Jun-1955,3069.910,20.5996
31-May-1955,3069.910,20.5726
30-Apr-1955,3069.910,20.2495
31-Mar-1955,3020.746,20.0071
28-Feb-1955,3020.746,19.5494
31-Jan-1955,3020.746,19.3070
31-Dec-1954,2936.852,18.8762
30-Nov-1954,2936.852,18.6338
31-Oct-1954,2936.852,18.3377
30-Sep-1954,2880.482,18.1222
31-Aug-1954,2880.482,18.0953
31-Jul-1954,2880.482,18.1222
30-Jun-1954,2848.305,18.0953
31-May-1954,2848.305,18.0414
30-Apr-1954,2848.305,17.9337
31-Mar-1954,2845.192,18.0414
28-Feb-1954,2845.192,18.1492
31-Jan-1954,2845.192,18.0953
31-Dec-1953,2858.845,18.2299
30-Nov-1953,2858.845,18.6877
31-Oct-1953,2858.845,19.1455
30-Sep-1953,2902.785,19.3070
31-Aug-1953,2902.785,19.7109
31-Jul-1953,2902.785,19.8187
30-Jun-1953,2919.206,19.5763
31-May-1953,2919.206,19.6571
30-Apr-1953,2919.206,19.5494
31-Mar-1953,2896.811,19.4686
28-Feb-1953,2896.811,19.3070
31-Jan-1953,2896.811,19.1993
31-Dec-1952,2843.941,19.1455
30-Nov-1952,2843.941,19.0378
31-Oct-1952,2843.941,18.6608
30-Sep-1952,2753.517,18.4723
31-Aug-1952,2753.517,17.8260
31-Jul-1952,2753.517,16.7489
30-Jun-1952,2733.800,17.0182
31-May-1952,2733.800,17.1798
30-Apr-1952,2733.800,17.3413
31-Mar-1952,2727.954,17.5029
29-Feb-1952,2727.954,17.4490
31-Jan-1952,2727.954,17.3413
31-Dec-1951,2699.156,17.1528
30-Nov-1951,2699.156,17.0451
31-Oct-1951,2699.156,16.9105
30-Sep-1951,2693.259,16.9374
31-Aug-1951,2693.259,16.8297
31-Jul-1951,2693.259,16.9913
30-Jun-1951,2638.898,17.2605
31-May-1951,2638.898,17.3413
30-Apr-1951,2638.898,17.3952
31-Mar-1951,2593.967,17.3682
28-Feb-1951,2593.967,17.2875
31-Jan-1951,2593.967,17.1797
31-Dec-1950,2559.214,17.1259
30-Nov-1950,2559.214,16.8297
31-Oct-1950,2559.214,16.8566
30-Sep-1950,2511.127,16.7489
31-Aug-1950,2511.127,16.8566
31-Jul-1950,2511.127,16.3450
30-Jun-1950,2417.682,15.8334
31-May-1950,2417.682,15.3756
30-Apr-1950,2417.682,15.0255
31-Mar-1950,2346.104,14.5409
28-Feb-1950,2346.104,14.0831
31-Jan-1950,2346.104,14.0292
31-Dec-1949,2257.352,13.7869
30-Nov-1949,2257.352,13.5446
31-Oct-1949,2257.352,13.1945
30-Sep-1949,2276.424,13.7061
31-Aug-1949,2276.424,13.5715
31-Jul-1949,2276.424,13.4368
30-Jun-1949,2253.128,13.4638
31-May-1949,2253.128,13.4907
30-Apr-1949,2253.128,13.6792
31-Mar-1949,2260.807,13.7600
28-Feb-1949,2260.807,14.0292
31-Jan-1949,2260.807,14.1639
31-Dec-1948,2292.364,14.2985
30-Nov-1948,2292.364,14.4332
31-Oct-1948,2292.364,14.6217
30-Sep-1948,2289.770,14.5139
31-Aug-1948,2289.770,14.6216
31-Jul-1948,2289.770,14.6755
30-Jun-1948,2276.690,14.6755
31-May-1948,2276.690,14.4870
30-Apr-1948,2276.690,14.2447
31-Mar-1948,2239.682,14.2177
29-Feb-1948,2239.682,14.3793
31-Jan-1948,2239.682,14.3524
31-Dec-1947,2206.452,14.2716
30-Nov-1947,2206.452,14.2177
31-Oct-1947,2206.452,14.0292
30-Sep-1947,2172.432,13.8946
31-Aug-1947,2172.432,13.7869
31-Jul-1947,2172.432,13.7061
30-Jun-1947,2176.892,13.7869
31-May-1947,2176.892,13.7869
30-Apr-1947,2176.892,13.7330
31-Mar-1947,2182.681,13.8407
28-Feb-1947,2182.681,13.7600
31-Jan-1947,2182.681,13.6792
