Date,Industrial Production (Index),Nonfarm Payrolls (thousands),Real Disp. Personal Income (B$),Real Mfg & Trade Sales (M$)
31-Oct-1983,51.5693,91520.0,5668.5,571165.694
30-Sep-1983,51.178,91247.0,5604.1,564975.004
31-Aug-1983,50.4443,90129.0,5555.9,556459.2
31-Jul-1983,49.8546,90437.0,5562.4,557370.019
30-Jun-1983,49.123,90021.0,5529.9,557666.817
31-May-1983,48.8239,89644.0,5514.5,543698.11
30-Apr-1983,48.5311,89364.0,5489.2,535378.168
31-Mar-1983,47.9244,89090.0,5480.2,535427.434
28-Feb-1983,47.5233,88917.0,5458.5,526595.607
31-Jan-1983,47.8234,88990.0,5458.2,528823.39
31-Dec-1982,46.9485,88771.0,5451.9,518920.929
30-Nov-1982,47.283,88786.0,5419.9,520350.844
31-Oct-1982,47.4371,88907.0,5415.4,518937.752
30-Sep-1982,47.9008,89183.0,5425.8,524334.178
31-Aug-1982,48.0192,89363.0,5436.7,523323.625
31-Jul-1982,48.4616,89521.0,5425.2,528166.11
30-Jun-1982,48.6214,89865.0,5445.2,530210.047
31-May-1982,48.7483,90107.0,5468.1,537835.459
30-Apr-1982,49.075,90150.0,5466.4,535081.371
31-Mar-1982,49.5323,90434.0,5435.0,534478.163
28-Feb-1982,49.8636,90563.0,5439.4,534051.592
31-Jan-1982,48.8685,90565.0,5419.4,525660.755
31-Dec-1981,49.8987,90895.0,5430.3,528441.278
30-Nov-1981,50.435,91171.0,5433.5,535372.16
31-Oct-1981,51.0281,91380.0,5430.4,539542.946
30-Sep-1981,51.4337,91477.0,5449.5,546976.1
31-Aug-1981,51.6826,91565.0,5454.8,550764.774
31-Jul-1981,51.7471,91601.0,5427.8,552979.339
30-Jun-1981,51.4101,91490.0,5370.9,551710.44
31-May-1981,51.1495,91296.0,5337.2,553170.395
30-Apr-1981,50.858,91283.0,5320.2,557110.472
31-Mar-1981,51.0826,91210.0,5324.6,556799.255
28-Feb-1981,50.824,91105.0,5309.3,562611.438
31-Jan-1981,51.0415,91033.0,5324.9,564940.157
31-Dec-1980,51.3708,90943.0,5339.5,561521.579
30-Nov-1980,51.0311,90747.0,5317.8,560138.527
31-Oct-1980,50.1908,90490.0,5292.9,559766.028
30-Sep-1980,49.5608,90213.0,5232.4,548314.693
31-Aug-1980,48.7563,90099.0,5215.0,537003.945
31-Jul-1980,48.6039,89840.0,5196.7,533161.199
30-Jun-1980,48.9482,90101.0,5214.4,526517.502
31-May-1980,49.589,90420.0,5206.0,528037.538
30-Apr-1980,50.8397,90849.0,5228.0,534885.508
31-Mar-1980,51.87,90994.0,5238.5,546586.779
29-Feb-1980,52.082,90883.0,5256.5,559322.634
31-Jan-1980,52.0679,90800.0,5277.0,564633.747
31-Dec-1979,51.7878,90672.0,5283.1,559893.399
30-Nov-1979,51.7531,90573.0,5270.2,561533.595
31-Oct-1979,51.8334,90481.0,5253.6,561320.91
30-Sep-1979,51.4597,90327.0,5254.8,563003.163
31-Aug-1979,51.4684,90300.0,5250.9,566199.443
31-Jul-1979,51.8097,90217.0,5241.8,565217.729
30-Jun-1979,51.8965,90108.0,5235.8,565933.888
31-May-1979,51.8856,89789.0,5227.5,571771.305
30-Apr-1979,51.4193,89417.0,5242.7,559387.521
31-Mar-1979,52.0446,89479.0,5294.3,574897.892
28-Feb-1979,51.8752,89055.0,5278.5,558729.039
31-Jan-1979,51.6278,88808.0,5248.7,561382.192
31-Dec-1978,51.909,88671.0,5236.1,567590.907
30-Nov-1978,51.6514,88391.0,5202.6,564568.86
31-Oct-1978,51.2559,87956.0,5195.9,562133.198
30-Sep-1978,50.8744,87621.0,5173.3,557162.141
31-Aug-1978,50.7458,87483.0,5159.7,558437.048
31-Jul-1978,50.5384,87204.0,5136.2,551247.821
30-Jun-1978,50.5801,86950.0,5124.9,555827.153
31-May-1978,50.254,86509.0,5095.2,552763.05
30-Apr-1978,50.0206,86162.0,5093.2,553289.355
31-Mar-1978,49.0265,85460.0,5052.8,537019.566
28-Feb-1978,48.1044,84948.0,5021.5,531680.817
31-Jan-1978,47.8481,84594.0,4995.2,519760.854
31-Dec-1977,48.5629,84410.0,5014.3,536176.037
30-Nov-1977,48.4761,84173.0,4987.6,529163.446
31-Oct-1977,48.3871,83800.0,4956.6,526756.622
30-Sep-1977,48.3189,83532.0,4900.6,522840.578
31-Aug-1977,48.1205,83075.0,4861.6,520927.616
31-Jul-1977,48.073,82834.0,4848.1,520068.466
30-Jun-1977,48.0116,82488.0,4829.7,518656.575
31-May-1977,47.6411,82088.0,4814.4,514019.565
30-Apr-1977,47.2684,81728.0,4789.3,513695.131
31-Mar-1977,46.8185,81391.0,4765.4,514317.564
28-Feb-1977,46.2277,80988.0,4743.2,508170.132
31-Jan-1977,45.5087,80690.0,4726.1,501353.403
31-Dec-1976,45.8294,80448.0,4744.1,504644.61
30-Nov-1976,45.3392,80240.0,4728.2,491901.545
31-Oct-1976,44.6585,79911.0,4689.5,483856.772
30-Sep-1976,44.6721,79892.0,4685.6,489634.109
31-Aug-1976,44.5182,79704.0,4678.0,488221.016
31-Jul-1976,44.2141,79547.0,4660.0,486539.965
30-Jun-1976,43.9637,79376.0,4644.1,486201.111
31-May-1976,43.9186,79312.0,4640.8,480297.605
30-Apr-1976,43.7327,79292.0,4626.6,480828.717
31-Mar-1976,43.5168,79048.0,4601.8,478539.651
29-Feb-1976,43.4229,78816.0,4583.4,474949.243
31-Jan-1976,43.0012,78503.0,4553.5,472872.862
31-Dec-1975,42.4414,78017.0,4528.7,461447.962
30-Nov-1975,41.8697,77685.0,4526.8,456611.485
31-Oct-1975,41.8135,77540.0,4516.9,457281.983
30-Sep-1975,41.6304,77228.0,4497.5,456724.437
31-Aug-1975,41.0998,77153.0,4484.7,455633.376
31-Jul-1975,40.6994,76770.0,4447.1,450349.9
30-Jun-1975,40.2772,76521.0,4449.0,448124.52
31-May-1975,40.0253,76624.0,4439.9,444131.573
30-Apr-1975,40.1573,76460.0,4416.5,444233.709
31-Mar-1975,40.0638,76648.0,4421.6,439827.408
28-Feb-1975,40.5165,76918.0,4421.8,453447.648
31-Jan-1975,41.4676,77293.0,4442.2,456397.599
31-Dec-1974,42.0533,77652.0,4456.0,457546.337
30-Nov-1974,43.6278,78265.0,4472.5,471363.641
31-Oct-1974,45.1133,78630.0,4507.8,476462.069
30-Sep-1974,45.2365,78610.0,4498.0,484762.785
31-Aug-1974,45.2366,78619.0,4503.6,488904.732
31-Jul-1974,45.7221,78636.0,4510.0,493693.144
30-Jun-1974,45.6238,78604.0,4506.5,494825.06
31-May-1974,45.7044,78549.0,4508.4,496557.781
30-Apr-1974,45.3451,78382.0,4505.4,494381.666
31-Mar-1974,45.4777,78296.0,4527.8,498011.728
28-Feb-1974,45.4759,78254.0,4559.3,496333.08
31-Jan-1974,45.6204,78100.0,4589.0,498780.758
31-Dec-1973,45.923,78031.0,4644.0,498331.356
30-Nov-1973,46.0553,77920.0,4654.9,505091.609
31-Oct-1973,45.847,77607.0,4644.2,497051.642
30-Sep-1973,45.4624,77276.0,4601.6,484620.995
31-Aug-1973,45.1019,77168.0,4573.1,481298.546
31-Jul-1973,45.1636,76913.0,4591.5,491454.547
30-Jun-1973,45.0035,76887.0,4573.5,484846.898
31-May-1973,44.9429,76648.0,4556.1,485816.596
30-Apr-1973,44.6387,76455.0,4539.4,487378.688
31-Mar-1973,44.7045,76284.0,4525.8,489403.4
28-Feb-1973,44.6827,76014.0,4523.8,491365.627
31-Jan-1973,44.0529,75617.0,4506.6,490599.001
31-Dec-1972,43.7367,75268.0,4530.8,484428.738
30-Nov-1972,43.2548,74973.0,4504.1,478052.999
31-Oct-1972,42.7494,74674.0,4471.0,469079.382
30-Sep-1972,42.2132,74264.0,4396.4,462692.829
31-Aug-1972,41.879,74141.0,4375.5,454870.354
31-Jul-1972,41.3035,73709.0,4332.2,444221.693
30-Jun-1972,41.3497,73758.0,4304.2,446997.41
31-May-1972,41.2405,73469.0,4291.2,445055.61
30-Apr-1972,41.2348,73162.0,4273.3,442331.562
31-Mar-1972,40.8263,72944.0,4259.5,439346.765
29-Feb-1972,40.5459,72648.0,4231.9,431354.862
31-Jan-1972,40.1408,72441.0,4208.2,436061.565
31-Dec-1971,39.2035,72109.0,4184.5,431500.257
30-Nov-1971,38.7561,71847.0,4159.2,427508.511
31-Oct-1971,38.5924,71642.0,4142.0,420400.993
30-Sep-1971,38.3056,71614.0,4125.2,420110.204
31-Aug-1971,37.693,71373.0,4107.2,416361.183
31-Jul-1971,37.9131,71315.0,4091.7,413760.901
30-Jun-1971,38.0234,71254.0,4086.5,418581.757
31-May-1971,37.8646,71247.0,4084.7,412911.363
30-Apr-1971,37.6735,71036.0,4068.1,410904.676
31-Mar-1971,37.4631,70860.0,4056.9,408681.699
28-Feb-1971,37.5037,70807.0,4045.8,406993.438
31-Jan-1971,37.5753,70865.0,4041.6,404733.211
31-Dec-1970,37.2885,70792.0,4002.9,400806.352
30-Nov-1970,36.4514,70409.0,3992.7,388477.842
31-Oct-1970,36.6735,70521.0,3994.3,395109.523
30-Sep-1970,37.4221,70944.0,4017.2,399263.486
31-Aug-1970,37.6818,70937.0,4028.3,399958.016
31-Jul-1970,37.7491,71053.0,4020.4,400143.064
30-Jun-1970,37.6567,71029.0,3999.3,399716.493
31-May-1970,37.7789,71124.0,3986.4,398121.957
30-Apr-1970,37.823,71348.0,3978.0,393844.229
31-Mar-1970,37.9205,71451.0,4001.6,395844.908
28-Feb-1970,37.9698,71305.0,3986.5,400525.176
31-Jan-1970,37.9948,71176.0,3979.5,400169.499
31-Dec-1969,38.7116,71241.0,3972.8,405277.54
30-Nov-1969,38.8158,71086.0,3965.8,406026.142
31-Oct-1969,39.1852,71121.0,3961.6,411726.576
30-Sep-1969,39.1737,70914.0,3955.8,407018.672
31-Aug-1969,39.1825,71008.0,3945.2,405063.654
31-Jul-1969,39.0927,70729.0,3920.7,400716.232
30-Jun-1969,38.8874,70636.0,3899.4,400603.28
31-May-1969,38.5111,70328.0,3884.3,400832.788
30-Apr-1969,38.6573,70072.0,3868.8,401109.158
31-Mar-1969,38.8,69905.0,3859.1,399382.445
28-Feb-1969,38.4981,69699.0,3840.1,397918.885
31-Jan-1969,38.2533,69439.0,3824.3,397300.057
31-Dec-1968,38.0233,69248.0,3823.3,397290.444
30-Nov-1968,37.9036,68984.0,3807.9,401009.424
31-Oct-1968,37.4196,68721.0,3790.5,397581.233
30-Sep-1968,37.3454,68484.0,3785.0,392268.919
31-Aug-1968,37.2045,68330.0,3765.4,386854.468
31-Jul-1968,37.101,68126.0,3751.3,393564.254
30-Jun-1968,37.158,67905.0,3728.6,389844.072
31-May-1968,37.022,67652.0,3710.6,387106.806
30-Apr-1968,36.6113,67556.0,3688.0,384412.798
31-Mar-1968,36.5584,67295.0,3676.8,385177.022
29-Feb-1968,36.4446,67215.0,3658.9,382331.611
31-Jan-1968,36.3145,66804.0,3629.2,383540.43
31-Dec-1967,36.3536,66900.0,3611.3,387426.434
30-Nov-1967,35.9663,66703.0,3601.6,378999.549
31-Oct-1967,35.4591,66225.0,3579.1,369058.636
30-Sep-1967,35.1727,66164.0,3577.9,371637.29
31-Aug-1967,35.2299,66143.0,3572.9,370329.939
31-Jul-1967,34.5676,65888.0,3557.6,365421.365
30-Jun-1967,34.6465,65750.0,3541.4,367798.148
31-May-1967,34.6508,65620.0,3527.6,365086.116
30-Apr-1967,34.9558,65466.0,3522.2,365385.317
31-Mar-1967,34.6292,65530.0,3521.1,365624.437
28-Feb-1967,34.8255,65429.0,3507.6,362995.316
31-Jan-1967,35.225,65407.0,3508.2,364393.989
