Date,S&P 500 Daily Log Return (percent)
06-Jun-2022,0.313246
03-Jun-2022,-1.648246
02-Jun-2022,1.826326
01-Jun-2022,-0.751092
31-May-2022,-0.629406
27-May-2022,2.44411
26-May-2022,1.968814
25-May-2022,0.940639
24-May-2022,-0.815395
23-May-2022,1.838502
20-May-2022,0.014611
19-May-2022,-0.585089
18-May-2022,-4.123377
17-May-2022,1.99689
16-May-2022,-0.395424
13-May-2022,2.358931
12-May-2022,-0.129684
11-May-2022,-1.66002
10-May-2022,0.245487
09-May-2022,-3.256155
06-May-2022,-0.569032
05-May-2022,-3.630072
04-May-2022,2.942524
03-May-2022,0.482544
02-May-2022,0.565927
29-Apr-2022,-3.69592
28-Apr-2022,2.444565
27-Apr-2022,0.209591
26-Apr-2022,-2.855003
25-Apr-2022,0.568169
22-Apr-2022,-2.813199
21-Apr-2022,-1.486285
20-Apr-2022,-0.061872
19-Apr-2022,1.593004
18-Apr-2022,-0.020491
14-Apr-2022,-1.221848
13-Apr-2022,1.111268
12-Apr-2022,-0.342339
11-Apr-2022,-1.702133
08-Apr-2022,-0.265451
07-Apr-2022,0.424435
06-Apr-2022,-0.976439
05-Apr-2022,-1.263116
04-Apr-2022,0.805832
01-Apr-2022,0.340449
31-Mar-2022,-1.577633
30-Mar-2022,-0.631361
29-Mar-2022,1.218203
28-Mar-2022,0.711956
25-Mar-2022,0.50534
24-Mar-2022,1.424203
23-Mar-2022,-1.234871
22-Mar-2022,1.124077
21-Mar-2022,-0.043477
18-Mar-2022,1.159477
17-Mar-2022,1.227219
16-Mar-2022,2.2137
15-Mar-2022,2.118255
14-Mar-2022,-0.744863
11-Mar-2022,-1.304629
10-Mar-2022,-0.430108
09-Mar-2022,2.537367
08-Mar-2022,-0.726013
07-Mar-2022,-2.996252
04-Mar-2022,-0.796566
03-Mar-2022,-0.526857
02-Mar-2022,1.847098
01-Mar-2022,-1.559443
28-Feb-2022,-0.24456
25-Feb-2022,2.212615
24-Feb-2022,1.484606
23-Feb-2022,-1.858379
22-Feb-2022,-1.019465
18-Feb-2022,-0.719204
17-Feb-2022,-2.14005
16-Feb-2022,0.088083
15-Feb-2022,1.564374
14-Feb-2022,-0.384794
11-Feb-2022,-1.91517
10-Feb-2022,-1.82818
09-Feb-2022,1.441281
08-Feb-2022,0.836613
07-Feb-2022,-0.370865
04-Feb-2022,0.514371
03-Feb-2022,-2.469348
02-Feb-2022,0.937843
01-Feb-2022,0.683951
31-Jan-2022,1.870989
28-Jan-2022,2.405589
27-Jan-2022,-0.539854
26-Jan-2022,-0.149775
25-Jan-2022,-1.224666
24-Jan-2022,0.276792
21-Jan-2022,-1.909599
20-Jan-2022,-1.109879
19-Jan-2022,-0.973677
18-Jan-2022,-1.855905
14-Jan-2022,0.081958
13-Jan-2022,-1.434596
12-Jan-2022,0.281373
11-Jan-2022,0.911833
10-Jan-2022,-0.144212
07-Jan-2022,-0.405844
06-Jan-2022,-0.096418
05-Jan-2022,-1.958327
04-Jan-2022,-0.062982
03-Jan-2022,0.635385
31-Dec-2021,-0.262968
30-Dec-2021,-0.299422
29-Dec-2021,0.140092
28-Dec-2021,-0.10107
27-Dec-2021,1.374407
23-Dec-2021,0.620442
22-Dec-2021,1.012871
21-Dec-2021,1.762176
20-Dec-2021,-1.145337
17-Dec-2021,-1.034101
16-Dec-2021,-0.878183
15-Dec-2021,1.621621
14-Dec-2021,-0.749864
13-Dec-2021,-0.91782
10-Dec-2021,0.950381
09-Dec-2021,-0.720704
08-Dec-2021,0.308054
07-Dec-2021,2.049559
06-Dec-2021,1.166266
03-Dec-2021,-0.848447
02-Dec-2021,1.409463
01-Dec-2021,-1.188555
30-Nov-2021,-1.914338
29-Nov-2021,1.311386
26-Nov-2021,-2.298704
24-Nov-2021,0.229127
23-Nov-2021,0.165571
22-Nov-2021,-0.320225
19-Nov-2021,-0.139963
18-Nov-2021,0.337904
17-Nov-2021,-0.260502
16-Nov-2021,0.385776
15-Nov-2021,-0.001068
12-Nov-2021,0.719668
11-Nov-2021,0.055078
10-Nov-2021,-0.825983
09-Nov-2021,-0.350487
08-Nov-2021,0.088731
05-Nov-2021,0.372591
04-Nov-2021,0.417317
03-Nov-2021,0.644051
02-Nov-2021,0.367361
01-Nov-2021,0.179845
29-Oct-2021,0.194745
28-Oct-2021,0.978134
27-Oct-2021,-0.50644
26-Oct-2021,0.181813
25-Oct-2021,0.473694
22-Oct-2021,-0.107315
21-Oct-2021,0.299143
20-Oct-2021,0.365732
19-Oct-2021,0.736616
18-Oct-2021,0.336912
15-Oct-2021,0.743244
14-Oct-2021,1.691917
13-Oct-2021,0.301798
12-Oct-2021,-0.24197
11-Oct-2021,-0.688946
08-Oct-2021,-0.191557
07-Oct-2021,0.826405
06-Oct-2021,0.409449
05-Oct-2021,1.046946
04-Oct-2021,-1.307093
01-Oct-2021,1.142595
30-Sep-2021,-1.198122
29-Sep-2021,0.156794
28-Sep-2021,-2.057432
27-Sep-2021,-0.278022
24-Sep-2021,0.145994
23-Sep-2021,1.206172
22-Sep-2021,0.947454
21-Sep-2021,-0.081268
20-Sep-2021,-1.712302
17-Sep-2021,-0.915268
16-Sep-2021,-0.15523
15-Sep-2021,0.843821
14-Sep-2021,-0.576317
13-Sep-2021,0.227392
10-Sep-2021,-0.775262
09-Sep-2021,-0.461624
08-Sep-2021,-0.131945
07-Sep-2021,-0.340127
03-Sep-2021,-0.033508
02-Sep-2021,0.283853
01-Sep-2021,0.031171
31-Aug-2021,-0.135006
30-Aug-2021,0.429734
27-Aug-2021,0.876905
26-Aug-2021,-0.584196
25-Aug-2021,0.221767
24-Aug-2021,0.149458
23-Aug-2021,0.84877
20-Aug-2021,0.810858
19-Aug-2021,0.125595
18-Aug-2021,-1.080664
17-Aug-2021,-0.708577
16-Aug-2021,0.261743
13-Aug-2021,0.160603
12-Aug-2021,0.294774
11-Aug-2021,0.246498
10-Aug-2021,0.099221
09-Aug-2021,-0.094037
06-Aug-2021,0.167388
05-Aug-2021,0.59875
04-Aug-2021,-0.464321
03-Aug-2021,0.817002
02-Aug-2021,-0.184459
30-Jul-2021,-0.542068
29-Jul-2021,0.419739
28-Jul-2021,-0.018632
27-Jul-2021,-0.472362
26-Jul-2021,0.237942
23-Jul-2021,1.009432
22-Jul-2021,0.201463
21-Jul-2021,0.820807
20-Jul-2021,1.504885
19-Jul-2021,-1.59968
16-Jul-2021,-0.75675
15-Jul-2021,-0.326757
14-Jul-2021,0.116429
13-Jul-2021,-0.352303
12-Jul-2021,0.344521
09-Jul-2021,1.121483
08-Jul-2021,-0.859787
07-Jul-2021,0.335338
06-Jul-2021,-0.202395
02-Jul-2021,0.747212
01-Jul-2021,0.520805
30-Jun-2021,0.132723
29-Jun-2021,0.027731
28-Jun-2021,0.231237
25-Jun-2021,0.332507
24-Jun-2021,0.579434
23-Jun-2021,-0.108385
22-Jun-2021,0.511143
21-Jun-2021,1.39052
18-Jun-2021,-1.321143
17-Jun-2021,-0.043573
16-Jun-2021,-0.540479
15-Jun-2021,-0.201371
14-Jun-2021,0.181357
11-Jun-2021,0.194659
10-Jun-2021,0.464137
09-Jun-2021,-0.182554
08-Jun-2021,0.017507
07-Jun-2021,-0.079703
04-Jun-2021,0.879529
03-Jun-2021,-0.36353
02-Jun-2021,0.144587
01-Jun-2021,-0.04925
28-May-2021,0.076859
27-May-2021,0.116472
26-May-2021,0.187497
25-May-2021,-0.212756
24-May-2021,0.986251
21-May-2021,-0.078413
20-May-2021,1.049944
19-May-2021,-0.294778
18-May-2021,-0.855378
17-May-2021,-0.253324
14-May-2021,1.480776
13-May-2021,1.209965
12-May-2021,-2.168277
11-May-2021,-0.871173
10-May-2021,-1.04905
07-May-2021,0.73463
06-May-2021,0.813223
05-May-2021,0.070329
04-May-2021,-0.670074
03-May-2021,0.274427
30-Apr-2021,-0.722064
29-Apr-2021,0.674003
28-Apr-2021,-0.084589
27-Apr-2021,-0.021494
26-Apr-2021,0.178064
23-Apr-2021,1.086942
22-Apr-2021,-0.925335
21-Apr-2021,0.926303
20-Apr-2021,-0.68256
19-Apr-2021,-0.532058
16-Apr-2021,0.360225
15-Apr-2021,1.103316
14-Apr-2021,-0.409618
13-Apr-2021,0.328917
12-Apr-2021,-0.01962
09-Apr-2021,0.769032
08-Apr-2021,0.421176
07-Apr-2021,0.147414
06-Apr-2021,-0.097401
05-Apr-2021,1.433504
01-Apr-2021,1.175577
31-Mar-2021,0.361599
30-Mar-2021,-0.316282
29-Mar-2021,-0.08684
26-Mar-2021,1.649441
25-Mar-2021,0.522655
24-Mar-2021,-0.54823
23-Mar-2021,-0.76601
22-Mar-2021,0.700056
19-Mar-2021,-0.060292
18-Mar-2021,-1.487052
17-Mar-2021,0.287521
16-Mar-2021,-0.157092
15-Mar-2021,0.647098
12-Mar-2021,0.101488
11-Mar-2021,1.034182
10-Mar-2021,0.601217
09-Mar-2021,1.405544
08-Mar-2021,-0.537368
05-Mar-2021,1.930836
04-Mar-2021,-1.350804
03-Mar-2021,-1.315232
02-Mar-2021,-0.811367
01-Mar-2021,2.351213
26-Feb-2021,-0.476148
25-Feb-2021,-2.478343
24-Feb-2021,1.128772
23-Feb-2021,0.12555
22-Feb-2021,-0.77629
19-Feb-2021,-0.185662
18-Feb-2021,-0.442559
17-Feb-2021,-0.032045
16-Feb-2021,-0.056944
12-Feb-2021,0.469992
11-Feb-2021,0.166107
10-Feb-2021,-0.034522
09-Feb-2021,-0.111412
08-Feb-2021,0.737211
05-Feb-2021,0.38899
04-Feb-2021,1.079483
03-Feb-2021,0.10083
02-Feb-2021,1.380254
01-Feb-2021,1.592427
29-Jan-2021,-1.950041
28-Jan-2021,0.971333
27-Jan-2021,-2.601329
26-Jan-2021,-0.148995
25-Jan-2021,0.360928
22-Jan-2021,-0.301513
21-Jan-2021,0.031668
20-Jan-2021,1.383937
19-Jan-2021,0.810348
15-Jan-2021,-0.721599
14-Jan-2021,-0.37605
13-Jan-2021,0.227302
12-Jan-2021,0.041575
11-Jan-2021,-0.657637
08-Jan-2021,0.547687
07-Jan-2021,1.473822
06-Jan-2021,0.569366
05-Jan-2021,0.705758
04-Jan-2021,-1.486472
31-Dec-2020,0.64182
30-Dec-2020,0.134065
29-Dec-2020,-0.222985
28-Dec-2020,0.868469
24-Dec-2020,0.353034
23-Dec-2020,0.074553
22-Dec-2020,-0.207527
21-Dec-2020,-0.391393
18-Dec-2020,-0.351728
17-Dec-2020,0.574113
16-Dec-2020,0.177128
15-Dec-2020,1.283845
14-Dec-2020,-0.43688
11-Dec-2020,-0.126576
10-Dec-2020,-0.128594
09-Dec-2020,-0.798098
08-Dec-2020,0.278326
07-Dec-2020,-0.193747
04-Dec-2020,0.879742
03-Dec-2020,-0.062434
02-Dec-2020,0.178955
01-Dec-2020,1.120812
30-Nov-2020,-0.460608
27-Nov-2020,0.239406
25-Nov-2020,-0.158567
24-Nov-2020,1.603251
23-Nov-2020,0.562009
20-Nov-2020,-0.681572
19-Nov-2020,0.393865
18-Nov-2020,-1.163121
17-Nov-2020,-0.480348
16-Nov-2020,1.158073
13-Nov-2020,1.351858
12-Nov-2020,-1.002868
11-Nov-2020,0.762276
10-Nov-2020,-0.140078
09-Nov-2020,1.163196
06-Nov-2020,-0.028775
05-Nov-2020,1.927326
04-Nov-2020,2.180752
03-Nov-2020,1.764276
02-Nov-2020,1.224294
30-Oct-2020,-1.220367
29-Oct-2020,1.18765
28-Oct-2020,-3.592557
27-Oct-2020,-0.303019
26-Oct-2020,-1.87645
23-Oct-2020,0.343987
22-Oct-2020,0.520537
21-Oct-2020,-0.21981
20-Oct-2020,0.471614
19-Oct-2020,-1.646462
16-Oct-2020,0.013492
15-Oct-2020,-0.152897
14-Oct-2020,-0.664517
13-Oct-2020,-0.632688
12-Oct-2020,1.628538
09-Oct-2020,0.875227
08-Oct-2020,0.797525
07-Oct-2020,1.725605
06-Oct-2020,-1.408678
05-Oct-2020,1.781589
02-Oct-2020,-0.96178
01-Oct-2020,0.527894
30-Sep-2020,0.821983
29-Sep-2020,-0.482424
28-Sep-2020,1.598215
25-Sep-2020,1.585048
24-Sep-2020,0.298295
23-Sep-2020,-2.400729
22-Sep-2020,1.046301
21-Sep-2020,-1.163859
18-Sep-2020,-1.124557
17-Sep-2020,-0.844796
16-Sep-2020,-0.462966
15-Sep-2020,0.520581
14-Sep-2020,1.266131
11-Sep-2020,0.053292
10-Sep-2020,-1.774124
09-Sep-2020,1.99448
08-Sep-2020,-2.814887
04-Sep-2020,-0.816625
03-Sep-2020,-3.575759
02-Sep-2020,1.5249
01-Sep-2020,0.749688
31-Aug-2020,-0.219739
28-Aug-2020,0.671001
27-Aug-2020,0.167163
26-Aug-2020,1.014404
25-Aug-2020,0.358987
24-Aug-2020,0.999358
21-Aug-2020,0.343523
20-Aug-2020,0.315368
19-Aug-2020,-0.441414
18-Aug-2020,0.230073
17-Aug-2020,0.270621
14-Aug-2020,-0.017195
13-Aug-2020,-0.204922
12-Aug-2020,1.389946
11-Aug-2020,-0.800105
10-Aug-2020,0.273848
07-Aug-2020,0.063279
06-Aug-2020,0.640716
05-Aug-2020,0.640916
04-Aug-2020,0.360545
03-Aug-2020,0.715537
31-Jul-2020,0.764119
30-Jul-2020,-0.375731
29-Jul-2020,1.235178
28-Jul-2020,-0.649444
27-Jul-2020,0.736792
24-Jul-2020,-0.620963
23-Jul-2020,-1.239635
22-Jul-2020,0.573064
21-Jul-2020,0.167764
20-Jul-2020,0.837176
17-Jul-2020,0.284459
16-Jul-2020,-0.341192
15-Jul-2020,0.904104
14-Jul-2020,1.331729
13-Jul-2020,-0.940662
10-Jul-2020,1.041181
09-Jul-2020,-0.565963
08-Jul-2020,0.779703
07-Jul-2020,-1.087751
06-Jul-2020,1.575694
02-Jul-2020,0.4531
01-Jul-2020,0.500954
30-Jun-2020,1.529233
29-Jun-2020,1.457891
26-Jun-2020,-2.452522
25-Jun-2020,1.089985
24-Jun-2020,-2.619528
23-Jun-2020,0.429819
22-Jun-2020,0.647406
19-Jun-2020,-0.566548
18-Jun-2020,0.059401
17-Jun-2020,-0.36068
16-Jun-2020,1.878488
15-Jun-2020,0.827785
12-Jun-2020,1.29763
11-Jun-2020,-6.075276
10-Jun-2020,-0.532724
09-Jun-2020,-0.782976
08-Jun-2020,1.196967
05-Jun-2020,2.587407
04-Jun-2020,-0.337438
03-Jun-2020,1.355666
02-Jun-2020,0.817728
01-Jun-2020,0.374424
29-May-2020,0.480077
28-May-2020,-0.211017
27-May-2020,1.471849
26-May-2020,1.221426
22-May-2020,0.235097
21-May-2020,-0.780394
20-May-2020,1.651393
19-May-2020,-1.053976
18-May-2020,3.101522
15-May-2020,0.391869
14-May-2020,1.145892
13-May-2020,-1.761696
12-May-2020,-2.075779
11-May-2020,0.017747
08-May-2020,1.673076
07-May-2020,1.143895
06-May-2020,-0.700387
05-May-2020,0.899995
04-May-2020,0.424081
01-May-2020,-2.846022
30-Apr-2020,-0.925512
29-Apr-2020,2.623666
28-Apr-2020,-0.525614
27-Apr-2020,1.460687
24-Apr-2020,1.382211
23-Apr-2020,-0.053956
22-Apr-2020,2.26713
21-Apr-2020,-3.115517
20-Apr-2020,-1.804279
17-Apr-2020,2.644093
16-Apr-2020,0.579986
15-Apr-2020,-2.227675
14-Apr-2020,3.01145
13-Apr-2020,-1.015599
09-Apr-2020,1.438344
08-Apr-2020,3.348935
07-Apr-2020,-0.160433
06-Apr-2020,6.796823
03-Apr-2020,-1.525286
02-Apr-2020,2.25727
01-Apr-2020,-4.514633
31-Mar-2020,-1.614238
30-Mar-2020,3.296662
27-Mar-2020,-3.426781
26-Mar-2020,6.054383
25-Mar-2020,1.1469
24-Mar-2020,8.968316
23-Mar-2020,-2.973149
20-Mar-2020,-4.432763
19-Mar-2020,0.469685
18-Mar-2020,-5.322234
17-Mar-2020,5.822629
16-Mar-2020,-12.765214
13-Mar-2020,8.880836
12-Mar-2020,-9.994485
11-Mar-2020,-5.010286
10-Mar-2020,4.821508
09-Mar-2020,-7.901039
06-Mar-2020,-1.7201
05-Mar-2020,-3.451073
04-Mar-2020,4.133635
03-Mar-2020,-2.851053
02-Mar-2020,4.501087
28-Feb-2020,-0.827245
27-Feb-2020,-4.516817
26-Feb-2020,-0.378568
25-Feb-2020,-3.074793
24-Feb-2020,-3.408805
21-Feb-2020,-1.057382
20-Feb-2020,-0.382284
19-Feb-2020,0.469479
18-Feb-2020,-0.292425
14-Feb-2020,0.184184
13-Feb-2020,-0.163177
12-Feb-2020,0.644187
11-Feb-2020,0.168707
10-Feb-2020,0.729965
07-Feb-2020,-0.541547
06-Feb-2020,0.332013
05-Feb-2020,1.118782
04-Feb-2020,1.486927
03-Feb-2020,0.722846
31-Jan-2020,-1.786448
30-Jan-2020,0.312945
29-Jan-2020,-0.086722
28-Jan-2020,1.000335
27-Jan-2020,-1.585573
24-Jan-2020,-0.908327
23-Jan-2020,0.114031
22-Jan-2020,0.028905
21-Jan-2020,-0.265548
17-Jan-2020,0.385471
16-Jan-2020,0.833174
15-Jan-2020,0.186841
14-Jan-2020,-0.151569
13-Jan-2020,0.695206
10-Jan-2020,-0.285931
09-Jan-2020,0.663324
08-Jan-2020,0.489044
07-Jan-2020,-0.280714
06-Jan-2020,0.352717
03-Jan-2020,-0.708491
02-Jan-2020,0.834387
31-Dec-2019,0.294169
30-Dec-2019,-0.57976
27-Dec-2019,0.003395
26-Dec-2019,0.511505
24-Dec-2019,-0.019543
23-Dec-2019,0.086576
20-Dec-2019,0.493264
19-Dec-2019,0.444931
18-Dec-2019,-0.043235
17-Dec-2019,0.033521
16-Dec-2019,0.712239
13-Dec-2019,0.007259
12-Dec-2019,0.853861
11-Dec-2019,0.290398
10-Dec-2019,-0.109755
09-Dec-2019,-0.316785
06-Dec-2019,0.909425
05-Dec-2019,0.149915
04-Dec-2019,0.630364
03-Dec-2019,-0.666017
02-Dec-2019,-0.866853
29-Nov-2019,-0.401932
27-Nov-2019,0.416578
26-Nov-2019,0.219312
25-Nov-2019,0.74793
22-Nov-2019,0.217257
21-Nov-2019,-0.158403
20-Nov-2019,-0.376327
19-Nov-2019,-0.059274
18-Nov-2019,0.0503
15-Nov-2019,0.7666
14-Nov-2019,0.083674
13-Nov-2019,0.07113
12-Nov-2019,0.15634
11-Nov-2019,-0.196437
08-Nov-2019,0.255736
07-Nov-2019,0.272641
06-Nov-2019,0.070228
05-Nov-2019,-0.118643
04-Nov-2019,0.369721
01-Nov-2019,0.961598
31-Oct-2019,-0.302745
30-Oct-2019,0.324805
29-Oct-2019,-0.083274
28-Oct-2019,0.556586
25-Oct-2019,0.406443
24-Oct-2019,0.19186
23-Oct-2019,0.284309
22-Oct-2019,-0.357506
21-Oct-2019,0.684811
18-Oct-2019,-0.392705
17-Oct-2019,0.275902
16-Oct-2019,-0.200155
15-Oct-2019,0.990644
14-Oct-2019,-0.138804
11-Oct-2019,1.087953
10-Oct-2019,0.639521
09-Oct-2019,0.906335
08-Oct-2019,-1.568317
07-Oct-2019,-0.448836
04-Oct-2019,1.411674
03-Oct-2019,0.794038
02-Oct-2019,-1.806544
01-Oct-2019,-1.233413
30-Sep-2019,0.503493
27-Sep-2019,-0.533051
26-Sep-2019,-0.243187
25-Sep-2019,0.613968
24-Sep-2019,-0.845201
23-Sep-2019,-0.009693
20-Sep-2019,-0.490761
19-Sep-2019,0.001996
18-Sep-2019,0.034262
17-Sep-2019,0.257843
16-Sep-2019,-0.314054
13-Sep-2019,-0.072462
12-Sep-2019,0.287497
11-Sep-2019,0.720366
10-Sep-2019,0.032227
09-Sep-2019,-0.0094
06-Sep-2019,0.09102
05-Sep-2019,1.292592
04-Sep-2019,1.078372
03-Sep-2019,-0.692303
30-Aug-2019,0.064262
29-Aug-2019,1.260744
28-Aug-2019,0.652414
27-Aug-2019,-0.320833
26-Aug-2019,1.092319
23-Aug-2019,-2.628894
22-Aug-2019,-0.050621
21-Aug-2019,0.821301
20-Aug-2019,-0.794625
19-Aug-2019,1.203319
16-Aug-2019,1.432312
15-Aug-2019,0.246124
14-Aug-2019,-2.973036
13-Aug-2019,1.465413
12-Aug-2019,-1.202965
09-Aug-2019,-0.663853
08-Aug-2019,1.858843
07-Aug-2019,0.07666
06-Aug-2019,1.293301
05-Aug-2019,-3.023016
02-Aug-2019,-0.730939
01-Aug-2019,-0.903959
31-Jul-2019,-1.094519
30-Jul-2019,-0.258197
29-Jul-2019,-0.161738
26-Jul-2019,0.736047
25-Jul-2019,-0.527625
24-Jul-2019,0.467716
23-Jul-2019,0.682416
22-Jul-2019,0.282473
19-Jul-2019,-0.619589
18-Jul-2019,0.357554
17-Jul-2019,-0.655263
16-Jul-2019,-0.340958
15-Jul-2019,0.017584
12-Jul-2019,0.46095
11-Jul-2019,0.228267
10-Jul-2019,0.450048
09-Jul-2019,0.123582
08-Jul-2019,-0.484719
05-Jul-2019,-0.180748
03-Jul-2019,0.764308
02-Jul-2019,0.292387
01-Jul-2019,0.7643
28-Jun-2019,0.574091
27-Jun-2019,0.381592
26-Jun-2019,-0.123475
25-Jun-2019,-0.95417
24-Jun-2019,-0.173343
21-Jun-2019,-0.126003
20-Jun-2019,0.942762
19-Jun-2019,0.298073
18-Jun-2019,0.967046
17-Jun-2019,0.093134
14-Jun-2019,-0.161284
13-Jun-2019,0.408908
12-Jun-2019,-0.20397
11-Jun-2019,-0.034994
10-Jun-2019,0.464926
07-Jun-2019,1.044295
06-Jun-2019,0.611681
05-Jun-2019,0.812877
04-Jun-2019,2.12059
03-Jun-2019,-0.276903
31-May-2019,-1.328319
30-May-2019,0.209624
29-May-2019,-0.693596
28-May-2019,-0.841089
24-May-2019,0.135262
23-May-2019,-1.198568
22-May-2019,-0.282836
21-May-2019,0.84599
20-May-2019,-0.677224
17-May-2019,-0.585442
16-May-2019,0.885592
15-May-2019,0.582198
14-May-2019,0.798406
13-May-2019,-2.442654
10-May-2019,0.371342
09-May-2019,-0.302602
08-May-2019,-0.160667
07-May-2019,-1.664952
06-May-2019,-0.448104
03-May-2019,0.959217
02-May-2019,-0.212626
01-May-2019,-0.753041
30-Apr-2019,0.095095
29-Apr-2019,0.10709
26-Apr-2019,0.467436
25-Apr-2019,-0.036902
24-Apr-2019,-0.219419
23-Apr-2019,0.880236
22-Apr-2019,0.101153
18-Apr-2019,0.157782
17-Apr-2019,-0.227636
16-Apr-2019,0.050924
15-Apr-2019,-0.062962
12-Apr-2019,0.658763
11-Apr-2019,0.003809
10-Apr-2019,0.347183
09-Apr-2019,-0.608595
08-Apr-2019,0.10469
05-Apr-2019,0.462568
04-Apr-2019,0.208247
03-Apr-2019,0.21461
02-Apr-2019,0.001744
01-Apr-2019,1.150218
29-Mar-2019,0.671172
28-Mar-2019,0.358312
27-Mar-2019,-0.46552
26-Mar-2019,0.715711
25-Mar-2019,-0.083943
22-Mar-2019,-1.915685
21-Mar-2019,1.079405
20-Mar-2019,-0.294867
19-Mar-2019,-0.013061
18-Mar-2019,0.369911
15-Mar-2019,0.497252
14-Mar-2019,-0.086842
13-Mar-2019,0.692558
12-Mar-2019,0.294898
11-Mar-2019,1.455954
08-Mar-2019,-0.213401
07-Mar-2019,-0.81589
06-Mar-2019,-0.654549
05-Mar-2019,-0.113212
04-Mar-2019,-0.388815
01-Mar-2019,0.687167
28-Feb-2019,-0.282955
27-Feb-2019,-0.054419
26-Feb-2019,-0.07907
25-Feb-2019,0.123104
22-Feb-2019,0.639062
21-Feb-2019,-0.353264
20-Feb-2019,0.177555
19-Feb-2019,0.149765
15-Feb-2019,1.081996
14-Feb-2019,-0.265515
13-Feb-2019,0.301941
12-Feb-2019,1.280788
11-Feb-2019,0.070879
08-Feb-2019,0.067603
07-Feb-2019,-0.940117
06-Feb-2019,-0.222697
05-Feb-2019,0.469743
04-Feb-2019,0.675335
01-Feb-2019,0.089823
31-Jan-2019,0.856063
30-Jan-2019,1.542959
29-Jan-2019,-0.145727
28-Jan-2019,-0.787781
25-Jan-2019,0.845289
24-Jan-2019,0.137473
23-Jan-2019,0.220047
22-Jan-2019,-1.425845
18-Jan-2019,1.309691
17-Jan-2019,0.756278
16-Jan-2019,0.22195
15-Jan-2019,1.066464
14-Jan-2019,-0.527143
11-Jan-2019,-0.014635
10-Jan-2019,0.450827
09-Jan-2019,0.408965
08-Jan-2019,0.96486
07-Jan-2019,0.698598
04-Jan-2019,3.375938
03-Jan-2019,-2.506828
02-Jan-2019,0.126772
31-Dec-2018,0.845658
28-Dec-2018,-0.124232
27-Dec-2018,0.852618
26-Dec-2018,4.840324
24-Dec-2018,-2.748657
21-Dec-2018,-2.08032
20-Dec-2018,-1.589779
19-Dec-2018,-1.551548
18-Dec-2018,0.008641
17-Dec-2018,-2.099228
14-Dec-2018,-1.927118
13-Dec-2018,-0.019994
12-Dec-2018,0.540486
11-Dec-2018,-0.035643
10-Dec-2018,0.176064
07-Dec-2018,-2.359638
06-Dec-2018,-0.152335
04-Dec-2018,-3.290021
03-Dec-2018,1.088193
30-Nov-2018,0.81522
29-Nov-2018,-0.220011
28-Nov-2018,2.271401
27-Nov-2018,0.32564
26-Nov-2018,1.541302
23-Nov-2018,-0.657647
21-Nov-2018,0.303865
20-Nov-2018,-1.831796
19-Nov-2018,-1.678315
16-Nov-2018,0.222081
15-Nov-2018,1.053808
14-Nov-2018,-0.759624
13-Nov-2018,-0.1483
12-Nov-2018,-1.989814
09-Nov-2018,-0.924156
08-Nov-2018,-0.251213
07-Nov-2018,2.09871
06-Nov-2018,0.623983
05-Nov-2018,0.558469
02-Nov-2018,-0.63367
01-Nov-2018,1.050245
31-Oct-2018,1.079284
30-Oct-2018,1.554537
29-Oct-2018,-0.658123
26-Oct-2018,-1.747909
25-Oct-2018,1.845373
24-Oct-2018,-3.135083
23-Oct-2018,-0.55271
22-Oct-2018,-0.430874
19-Oct-2018,-0.036124
18-Oct-2018,-1.449652
17-Oct-2018,-0.025271
16-Oct-2018,2.126787
15-Oct-2018,-0.592254
12-Oct-2018,1.410632
11-Oct-2018,-2.078765
10-Oct-2018,-3.341633
09-Oct-2018,-0.141896
08-Oct-2018,-0.039515
05-Oct-2018,-0.55433
04-Oct-2018,-0.820307
03-Oct-2018,0.071124
02-Oct-2018,-0.039672
01-Oct-2018,0.363446
28-Sep-2018,-0.000686
27-Sep-2018,0.275947
26-Sep-2018,-0.329467
25-Sep-2018,-0.130593
24-Sep-2018,-0.352195
21-Sep-2018,-0.036857
20-Sep-2018,0.781
19-Sep-2018,0.125252
18-Sep-2018,0.535465
17-Sep-2018,-0.558531
14-Sep-2018,0.027543
13-Sep-2018,0.526835
12-Sep-2018,0.03566
11-Sep-2018,0.373286
10-Sep-2018,0.189605
07-Sep-2018,-0.221576
06-Sep-2018,-0.365897
05-Sep-2018,-0.280711
04-Sep-2018,-0.165568
31-Aug-2018,0.013442
30-Aug-2018,-0.444012
29-Aug-2018,0.568524
28-Aug-2018,0.026923
27-Aug-2018,0.764112
24-Aug-2018,0.617972
23-Aug-2018,-0.169266
22-Aug-2018,-0.039827
21-Aug-2018,0.206643
20-Aug-2018,0.242502
17-Aug-2018,0.331763
16-Aug-2018,0.788828
15-Aug-2018,-0.763126
14-Aug-2018,0.636892
13-Aug-2018,-0.4014
10-Aug-2018,-0.71393
09-Aug-2018,-0.144276
08-Aug-2018,-0.026241
07-Aug-2018,0.282018
06-Aug-2018,0.353205
03-Aug-2018,0.463339
02-Aug-2018,0.49144
01-Aug-2018,-0.104092
31-Jul-2018,0.487286
30-Jul-2018,-0.57708
27-Jul-2018,-0.658388
26-Jul-2018,-0.303686
25-Jul-2018,0.906038
24-Jul-2018,0.476955
23-Jul-2018,0.18364
20-Jul-2018,-0.094893
19-Jul-2018,-0.396078
18-Jul-2018,0.215816
